enhancer	status	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36	PC37	PC38	PC39	PC40	PC41
sna_chr2L_15485937_15486437	Dl15_500	3372.4	14.85	4.28	1.26	1.7065	-1.9519128885	0.716	3822.98	-10829.7231927	1321.7	6	6	-138.540774638	-92.1272047072	0.6955165863	2.4746322632	2.6046538353	2.7415151596	4.1850023269	4.7911396026	5.968585968	10.0035476685	-808.162744989	328.265	-704.086730004	-634.173214937	-1098.73702073	-658.634837531	1	1	1653.191	-784.212239968	1481.50584795	3031.12009238	6454.52403393	1293.26781327	7875.14849068	7856.64474501	766.449814126	1385.37754283	6268.75545036
sna_chr2L_15491606_15492106	Dl15_500	272.4	7.8	4.58	0.47	0.9485	-1.9519128885	0.83	1245.48	1241.02	-1080.28955536	6	5.698970004	-138.540774638	-92.1272047072	-0.5039210594	-0.6117277838	2.5323624611	1.9499082565	3.2237820625	3.2607693673	1.8585879803	6.1870694161	2969.06	201.62	-704.086730004	-634.173214937	-1098.73702073	-658.634837531	-0.3207914114	1	210.7134	-784.212239968	2020.2406532	3679.37280346	6454.52403393	1575.45897487	7721.15988868	7856.64474501	2077.79156813	1289.79557435	6268.75545036
sna_chr2L_15499398_15499898	Dl15_500	62.4	4.03	-1.071117458	-0.942	-4.1990460938	-1.9519128885	-0.348	3847.7	-10829.7231927	1234.45	3.07	-1.7120711804	424	-92.1272047072	-0.5039210594	-0.6117277838	2.5117015839	-0.583052405	-0.8876096928	1.8282928467	-0.5370195267	1.4537053108	-808.162744989	276.57	-704.086730004	-634.173214937	-1098.73702073	-658.634837531	-0.3207914114	1	59.0396	1582.29	933.242105263	920.090993915	6454.52403393	288.051711027	7721.15988868	7808.4922955	62.016563147	471.112544803	5508.7172461
vnd_chrX_478035_478535	Dl15_500	308.3	7.98	3.79	0.822	0.9895	0.661	0.53	1270.21	-10829.7231927	1296.77	6	0.63344444	-138.540774638	-92.1272047072	2.0105030537	1.7905106544	3.2515902519	2.4302349091	1.7364068032	1.0048112869	4.6145443917	9.0043721199	1578.45	264.005	-704.086730004	-634.173214937	1220.46	-658.634837531	-0.3207914114	-0.2961448371	103.5576	-784.212239968	1986.25401929	1730.01049318	6119.38110749	2033.86885246	8058.14830939	8201.14658828	2289.30731707	1606.40046172	5575.75897127
vnd_chrX_486856_487356	Dl15_500	2382.1	10.05	3.78	0.629	0.0755	1.432	0.948	6437.57	-10829.7231927	1321.7	6	6	-138.540774638	286	3.4710812568	1.7364516258	3.2515902519	2.208568573	1.8726758957	2.5656886101	7.4852190018	9.0043721199	2856.35	478.045	-704.086730004	4204.06	-1098.73702073	1787.49	-0.3207914114	1	580.224	1320.65	1454.71420153	2497.84380752	6119.38110749	1270.44632087	8188.12961498	8201.14658828	1800.73755378	691.055188679	5575.75897127
Kr_chr2R_21110214_21110714	Dl15_500	2441	9.09	4.49	1.254	4.4085	1.651	0.929	2441.52	-10829.7231927	1172.13	6	2.177505015	-138.540774638	293	5.3699207306	3.1689620018	2.6296253204	3.2632937431	8.0693802833	2.2767724991	1.0676422119	2.8325824738	1177.73	141.385	-704.086730004	5686.75	-1098.73702073	5265.45	1	1	-59.2812955354	-784.212239968	3183.59739049	3198.61830743	6185.93652769	1655.07109005	7304.91594373	7819.44574187	1310.7398568	1826.14379085	6530.34773446
Kr_chr2R_21110750_21111250	Dl15_500	2211	9.09	4.49	1.254	4.4085	1.651	0.929	1257.84	-10829.7231927	1172.13	6	2.177505015	-138.540774638	293	5.3699207306	3.1689620018	2.6296253204	3.2632937431	8.0693802833	2.2767724991	1.0676422119	2.8325824738	-808.162744989	198.906008	-704.086730004	1690.1	-1098.73702073	1630.45	1	1	-59.2812955354	-784.212239968	2266.72134203	2872.35924007	6185.93652769	1284.33516588	7304.91594373	7819.44574187	1310.7398568	1449.23714806	6530.34773446
Kr_chr2R_21113271_21113771	Dl15_500	2526.2	10.73	5.79	1.641	4.4085	-1.9519128885	1.227	1196.03	-10829.7231927	-1080.28955536	5.22	3.756961951	-138.540774638	395	3.4243993759	3.1689620018	2.6296253204	3.2632937431	8.0693802833	3.7404403687	-0.5370195267	2.2194650173	-808.162744989	278.935	-704.086730004	2904.38	-1098.73702073	2881.38	1	-0.2961448371	45.0324	1121.31	2286.04651163	2660.1340694	6185.93652769	881.607142857	7304.91594373	7819.44574187	629.851485149	771.309872923	6530.34773446
Kr_chr2R_21113916_21114416	Dl15_500	1889.5	15.42	5.79	1.641	4.4085	-1.9519128885	1.227	1245.48	-10829.7231927	-1080.28955536	4.57	-1.7120711804	-138.540774638	395	0.7087726593	3.1689620018	2.6296253204	3.2632937431	8.0693802833	3.7404403687	-0.5370195267	3.8622162342	2668.52	174.535	1829.51	1421.69	1298.43	1303.28	1	-0.2961448371	69.0828	1146.22	2669.56412695	2873.57904073	6185.93652769	1753.92293746	7304.91594373	7819.44574187	509.724797886	2134.44357052	6530.34773446
hb_chr3R_4519052_4519552	Dl15_500	-488.754195154	7.67	-1.071117458	0.638	2.1135	2.303	-2.826286439	-11421.256804	-10829.7231927	-1080.28955536	-1.8820256979	-1.7120711804	-138.540774638	-92.1272047072	5.1933445931	-0.6117277838	2.1705150604	2.5375771523	4.481754303	2.4328579903	-0.5370195267	2.4235029221	-808.162744989	219.64	-704.086730004	-634.173214937	1415.38	-658.634837531	1	-0.2961448371	-59.2812955354	3837.36	3610.04528613	3958.50117096	7347.4450471	2396.86514886	8048.95349165	9195.63286454	2695.96475771	3256.68983493	7041.70091743
hb_chr3R_4520082_4520582	Dl15_500	2296.3	7.67	3.4	0.638	2.1135	2.303	1.44	2552.78	-10829.7231927	-1080.28955536	5.1	0.422339341	-138.540774638	436	5.1933445931	1.8048601151	2.1705150604	2.5375771523	4.481754303	3.6396965981	1.0447964668	2.4235029221	-808.162744989	219.64	-704.086730004	1482.69	-1098.73702073	2881.38	1	2	-59.2812955354	3837.36	3610.04528613	3958.50117096	7347.4450471	2396.86514886	8048.95349165	8450.71151358	2695.96475771	3256.68983493	7041.70091743
hb_chr3R_4524939_4525439	Dl15_500	2157.8	21.24	19.01	2.299	4.5225	2.806	1.908	-11421.256804	-10829.7231927	-1080.28955536	6	5.698970004	-138.540774638	405	6.7940149307	3.6134037972	2.4953112602	4.0608277321	8.8424143791	4.236954689	2.6187095642	4.6827578544	-808.162744989	194.045	-704.086730004	2770.17	1441.37	2658.9	2	1	-59.2812955354	-784.212239968	1846.12879884	2867.57493188	7326.88391039	663.011889014	8048.95349165	8194.06224406	1071.69811321	945.343436813	7041.70091743
hb_chr3R_4526281_4526781	Dl15_500	2443.8	21.24	19.01	1.67	4.5225	0.82	-2.826286439	2503.33	-10829.7231927	-1080.28955536	6	6	586	405	6.7940149307	3.6134037972	2.4953112602	4.0608277321	8.8424143791	4.236954689	1.6680583954	4.6827578544	-808.162744989	184.175	-704.086730004	2904.38	1220.46	3234.73	1	1	-59.2812955354	-784.212239968	1846.12879884	3023.78529163	7326.88391039	1290.18006431	8048.95349165	8194.06224406	1094.414651	873.769790329	6288.24127907
Kni_chr3L_20685566_20686066	Dl15_500	278	19.39	-1.071117458	-2.1997145519	-4.1990460938	-1.9519128885	-2.826286439	-11421.256804	-10829.7231927	-1080.28955536	-1.8820256979	-1.7120711804	-138.540774638	-92.1272047072	-0.5039210594	-0.6117277838	2.292719841	-0.583052405	-0.8876096928	-0.8697067211	1.4469242096	5.7935285568	-808.162744989	84.835	-704.086730004	1226.48	-1098.73702073	-658.634837531	1	1	-59.2812955354	-784.212239968	2358.65894838	4028.76324218	7003.35313842	2352.74527453	8021.36694375	8244.44280986	1924.95649147	1468.25048733	7168.28253903
Kni_chr3L_20687930_20688430	Dl15_500	1147.1	19.39	7.04	-2.1997145519	-4.1990460938	-1.9519128885	-2.826286439	2416.79	-10829.7231927	2468.9	6	3.669586227	-138.540774638	-92.1272047072	2.6034417152	3.6492362022	2.292719841	3.371213913	8.0429306031	1.4189972878	2.4684185982	5.7935285568	1127.64	133.71	864.67	1482.69	1220.46	1329.45	1	2	118.27446	-784.212239968	2358.65894838	4028.76324218	7003.35313842	1295.26811865	8021.36694375	8129.14841329	1339.7993311	1468.25048733	7168.28253903
Kni_chr3L_20689892_20690392	Dl15_500	2529.1	19.39	8.24	-2.1997145519	-4.1990460938	-1.9519128885	-2.826286439	3822.98	1104.78	1172.13	6	5.397940009	-138.540774638	-92.1272047072	4.0966873168	3.6492362022	2.292719841	3.3236374855	8.0429306031	3.2084407806	0.8647241592	5.7935285568	-808.162744989	198.5	-704.086730004	1287.48	1337.41	-658.634837531	-0.3207914114	1	42.6886	-784.212239968	2459.39499709	3953.07106599	7003.35313842	1242.78908795	8021.36694375	8129.14841329	1501.6205813	1149.42779292	7168.28253903
Kni_chr3L_20692812_20693312	Dl15_500	161.9	-4.0490342687	-1.071117458	-2.1997145519	-4.1990460938	-1.9519128885	-2.826286439	1294.93	1067.63	-1080.28955536	6	6	-138.540774638	-92.1272047072	4.0731048583	-0.6117277838	2.292719841	2.2336821556	8.0429306031	-0.8697067211	2.9914374352	5.7935285568	1115.12	298.14	-704.086730004	-634.173214937	-1098.73702073	-658.634837531	-0.3207914114	-0.2961448371	151.7965	1133.76	3083.76514523	3953.07106599	7003.35313842	1028.99060663	8021.36694375	8129.14841329	1014.0224359	863.415129396	7168.28253903
eve_chr2R_5862929_5863429	Dl15_500	993.6	19.14	12.78	2.345	2.5665	-1.9519128885	0.758	1183.67	-10829.7231927	-1080.28955536	3.61	2.48020767	-138.540774638	327	-0.5039210594	3.5246582031	3.2372131348	3.5642366409	5.4760446549	2.4180436134	-0.5370195267	4.3737397194	-808.162744989	158.255	-704.086730004	1421.69	-1098.73702073	1407.97	-0.3207914114	1	-59.2812955354	-784.212239968	3981.34991119	3599.18918919	6665.76848719	1738.38645506	7898.46008799	7840.73697586	2166.69521415	1383.39216863	6318.08324589
eve_chr2R_5864719_5865219	Dl15_500	3176.7	19.14	12.78	2.345	2.5665	1.874	2.866	1369.1	-10829.7231927	-1080.28955536	5.7	6	-138.540774638	327	4.0011930465	3.5246582031	3.2372131348	3.5642366409	5.4760446549	1.8325071335	1.2807655334	4.3737397194	-808.162744989	180.415	-704.086730004	1202.08	-1098.73702073	-658.634837531	-0.3207914114	1	141.3264	-784.212239968	2782.83040489	3097.81759706	6665.76848719	1026.28571429	7898.46008799	7281.13131313	1094.28284855	1248.35916667	6318.08324589
eve_chr2R_5865439_5865939	Dl15_500	723.7	19.14	12.78	2.345	2.5665	1.874	2.866	-11421.256804	-10829.7231927	-1080.28955536	6.6	6	-138.540774638	327	4.0011930465	3.5246582031	3.2372131348	3.5642366409	5.4760446549	3.802236557	1.2807655334	4.3737397194	-808.162744989	177.56	-704.086730004	1690.1	1220.46	1813.67	-0.3207914114	1	-59.2812955354	-784.212239968	2782.83040489	3097.81759706	6665.76848719	833.344	7898.46008799	7281.13131313	1237.42230532	952.126388889	6318.08324589
eve_chr2R_5871465_5871965	Dl15_500	791.1	18.16	16.05	-2.1997145519	2.7485	-1.9519128885	1.762	-11421.256804	-10829.7231927	-1080.28955536	3.19	5.698970004	-138.540774638	356	-0.5039210594	3.1938204765	3.2372131348	1.8405785561	6.8817224502	2.2139105797	-0.5370195267	3.1451406479	-808.162744989	103.08	-704.086730004	-634.173214937	-1098.73702073	-658.634837531	1	1	-59.2812955354	-784.212239968	2782.83040489	2661.21534584	6665.76848719	2439.96415771	8127.17444239	8810.5062274	2197.58828596	1882.62680774	7367.05031725
eve_chr2R_5873185_5873685	Dl15_500	2023.5	18.16	16.05	1.444	2.7485	2.908	1.762	1183.67	2209.57	-1080.28955536	9.19	5.698970004	-138.540774638	356	5.1280155182	3.1938204765	3.2372131348	4.9500117302	6.8817224502	3.4629964828	2.4342827797	3.1451406479	-808.162744989	162.51	-704.086730004	1226.48	1233.45	1460.32	-0.3207914114	2	79.1591	1270.81	2782.83040489	3338.33404165	6665.76848719	1790.72164948	8127.17444239	8810.5062274	1761.20843507	611.231899265	7367.05031725
eve_chr2R_5876262_5876762	Dl15_500	-488.754195154	4.52	-1.071117458	-2.1997145519	-4.1990460938	-1.9519128885	-2.826286439	1245.48	-10829.7231927	1197.06	-1.8820256979	4.040958608	366	-92.1272047072	-0.5039210594	-0.6117277838	3.2372131348	-0.583052405	-0.8876096928	-0.8697067211	-0.5370195267	-1.6743389457	-808.162744989	351.135	1077.55	-634.173214937	2830.76	-658.634837531	1	1	-59.2812955354	-784.212239968	1086.85427263	223.673707865	6665.76848719	740.658504087	8127.17444239	8075.73268831	798.497966102	182.748031308	6688.91257996
brk_chrX_7179652_7180652	Dl09_1000	84.7	-4.0490342687	-1.071117458	1.099	1.4865	-1.9519128885	0.651	1220.76	1092.4	1209.53	-1.8820256979	1.385609053	318	-92.1272047072	-0.5039210594	-0.6117277838	1.7323923111	2.6170692444	2.2740426063	-0.8697067211	-0.5370195267	0.563501358	2518.25	213.945	952.33	-634.173214937	-1098.73702073	-658.634837531	-0.3207914114	1	-59.2812955354	-784.212239968	451.895314592	945.324220293	5092.33573802	423.989556272	7467.23997238	6870.86553323	296.55467128	380.626853814	5988.0441447
brk_chrX_7188819_7189819	Dl09_1000	1967.8	39.93	4.8	1.747	2.236	1.185	1.021	7608.88	1228.63	5249.39	15.95	14.552092989	-138.540774638	432	3.0830516815	5.2536520958	2.5519652367	2.8587055206	4.5694031715	-0.8697067211	5.6250081062	11.2653656006	2781.23	449.86	2505.73	-634.173214937	7193.84	1290.19	3	2	304.9866	1220.98	577.72754717	-52.7789473684	5437.30979041	149.8	7467.23997238	7604.61040712	52.2976744186	-1219.43692574	5100.80619242
brk_chrX_7193391_7194391	Dl09_1000	564.1	5.38	-1.071117458	-2.1997145519	-0.4825	-1.9519128885	-2.826286439	-11421.256804	1228.63	2531.22	2.55	3.081969663	-138.540774638	187	-0.5039210594	-0.6117277838	2.2297449112	-0.583052405	-0.8876096928	1.050652504	0.9314813614	1.8131861686	-808.162744989	-51.654581424	-704.086730004	-634.173214937	-1098.73702073	1394.88	1	1	69.803	-784.212239968	1126.96806883	530.735785953	5874.26923453	837.3	7467.23997238	7604.61040712	1009.68125	1007.19248408	6421.3565288
brk_chrX_7200512_7201512	Dl09_1000	919.3	10.05	-1.071117458	0.11	1.372	-1.9519128885	1.248	1406.19	2519.19	3865.39	7.92	5.15490196	-138.540774638	221	-0.5039210594	-0.6117277838	3.3568906784	-0.583052405	2.176970005	3.0392551422	1.038151741	3.1514825821	-808.162744989	-51.654581424	-704.086730004	-634.173214937	1467.36	-658.634837531	1	1	224.3346	1121.31	915.832754342	1181.58567775	5874.26923453	541.760869565	6193.33308571	6112.23980823	789.062612613	309.874686977	6421.3565288
brk_chrX_7215009_7216009	Dl09_1000	2093.7	20.25	4.91	0.895	1.1965	-1.9519128885	0.046	11815.09	2358.18	9052.46	13.09	6	295	267	3.3660674095	2.8430867195	3.1426887512	2.7490310669	4.2362704277	3.8751306534	8.8230757713	6.5937333107	6840.36	702.085	2054.92	-634.173214937	5505.58	-658.634837531	2	3	623.8526	4460.31	1160.53147982	1342.08114782	6015.28978841	523.749130939	7332.6737439	7736.56432044	208.5	601.379458239	4935.52560647
brk_chrX_7229145_7230145	Dl09_1000	431.4	13.59	-1.071117458	-2.1997145519	1.398	-1.9519128885	0.257	2565.14	1216.25	1234.45	12.2	6.653816404	591	460	-0.5039210594	-0.6117277838	2.5491628647	-0.583052405	2.3587002754	-0.8697067211	-0.5370195267	4.9462528229	-808.162744989	-51.654581424	-704.086730004	-634.173214937	1259.44	-658.634837531	-0.3207914114	-0.2961448371	12.7216	1308.19	177.540106952	98.6656200942	5895.13869388	-68.9200192493	7560.57549421	7461.58492737	0.1365356623	165.04652568	5807.04602415
rho_chr3L_1442985_1443985	Dl09_1000	-488.754195154	-4.0490342687	-1.071117458	0.47	-4.1990460938	-1.9519128885	0.17	-11421.256804	-10829.7231927	2493.83	-1.8820256979	-1.7120711804	-138.540774638	-92.1272047072	-0.5039210594	-0.6117277838	0.4251537323	-0.583052405	-0.8876096928	-0.8697067211	-0.5370195267	0.6703596115	1478.27	-51.654581424	889.71	-634.173214937	-1098.73702073	-658.634837531	-0.3207914114	-0.2961448371	-59.2812955354	2579.01	1365.08381879	3133.39722796	6238.84168116	664.581717561	7502.67051698	7401.18065504	928.939521452	872.991119697	6351.78830811
rho_chr3L_1446821_1447821	Dl09_1000	930.2	7.73	-1.071117458	-0.068	1.8565	-1.9519128885	0.116	-11421.256804	1216.25	-1080.28955536	5.15	-1.7120711804	-138.540774638	204	-0.5039210594	2.0046653748	1.0537323952	-0.583052405	2.6027097702	-0.8697067211	0.9066991806	1.3389410972	-808.162744989	-51.654581424	964.85	3172.79	3765.33	3522.64	-0.3207914114	-0.2961448371	-59.2812955354	-784.212239968	777.490598291	2228.34912414	6340.31216362	790.298180716	7502.67051698	7401.18065504	851.5	506.024517594	6351.78830811
rho_chr3L_1455997_1456997	Dl09_1000	196.8	3.74	-1.071117458	1.329	0.6235	-1.9519128885	0.95	3983.69	-10829.7231927	1197.06	9.1	6.833037336	-138.540774638	-92.1272047072	0.960226059	-0.6117277838	1.2243499756	2.2892861366	-0.8876096928	5.3181676865	0.9741687775	4.8958699703	1115.12	-51.654581424	964.85	-634.173214937	2583.86	-658.634837531	-0.3207914114	-0.2961448371	336.5458	1245.9	1713.04167449	2824.27011932	6319.82570806	906.932363303	7502.67051698	7401.18065504	535.357492654	726.669045121	6351.78830811
rho_chr3L_1463132_1464132	Dl09_1000	1291.8	15.59	4.66	1.12	1.972	-1.9519128885	1.411	7967.38	2370.57	2967.44	8.07	6.510090715	-138.540774638	320	1.7550730705	1.6685671806	2.2187271118	2.2661995888	4.7513985633	3.024261713	7.509973526	8.6446723938	2418.07	654.265	1090.07	1214.28	3064.67	3805.13	1	1	258.2924	2417.04	212.939936776	2786.13137745	6619.87998588	316.360697306	7502.67051698	4195.90820904	208.938369473	430.201049869	6351.78830811
rho_chr3L_1479101_1480101	Dl09_1000	939.9	5.58	-1.071117458	1.132	0.9955	-1.9519128885	-0.031	1270.21	-10829.7231927	1221.99	5.7	0.665540217	-138.540774638	268	-0.5039210594	-0.6117277838	2.0273084641	2.3538818359	1.7419157028	3.2459259033	0.6614842415	4.0127267837	-808.162744989	-51.654581424	-704.086730004	1226.48	-1098.73702073	-658.634837531	-0.3207914114	-0.2961448371	133.1106	-784.212239968	1350.67778577	2708.04765886	6619.87998588	815.184563758	7760.00971227	7976.13758509	700.084422111	74.763296893	6351.78830811
rho_chr3L_1485149_1486149	Dl09_1000	123.6	-4.0490342687	-1.071117458	-2.1997145519	-4.1990460938	-1.9519128885	-2.826286439	-11421.256804	-10829.7231927	1458.8	-1.8820256979	-1.7120711804	-138.540774638	-92.1272047072	-0.5039210594	-0.6117277838	0.6886415482	-0.583052405	-0.8876096928	-0.8697067211	-0.5370195267	-1.6743389457	-808.162744989	-51.654581424	-704.086730004	-634.173214937	-1098.73702073	-658.634837531	1	-0.2961448371	-59.2812955354	-784.212239968	1962.58173913	2171.80821192	4675.94703142	898.7	6653.69889998	6059.45899686	902	778.4	4018.73498306
sog_chrX_15501880_15502880	Dl09_1000	1715.6	10.9	-1.071117458	-2.1997145519	-4.1990460938	-1.9519128885	-2.826286439	1183.67	2147.65	3852.92	6	-1.7120711804	-138.540774638	205	-0.5039210594	1.7501754761	2.1232318878	-0.583052405	-0.8876096928	3.358956337	2.7290644646	3.9735507965	2493.21	-51.654581424	-704.086730004	4399.27	2609.85	3260.9	1	2	22.5458	1270.81	1593.65789474	4084.03850829	6806.85709838	1150.44148607	7253.88801742	7457.30105749	660.1	1176.6961993	5839.20188732
sog_chrX_15519877_15520877	Dl09_1000	1911.2	13.88	-1.071117458	-2.1997145519	-4.1990460938	-1.9519128885	-2.826286439	3946.61	2147.65	2456.45	6	4.920818754	-138.540774638	-92.1272047072	2.3189630508	2.1325831413	1.8096175194	2.7541308403	1.6367964745	-0.8697067211	4.7460870743	4.7028050422	5825.41	500.355	4335.24	1690.1	5895.43	1512.67	-0.3207914114	1	151.4775	-784.212239968	594.328571429	626.178916256	4363.96251773	243.258510549	7253.88801742	7457.30105749	366.348374761	357.419242988	4436.61746411
sog_chrX_15540521_15541521	Dl09_1000	3288.8	28.88	6.85	-2.1997145519	-4.1990460938	-1.9519128885	-2.826286439	5377.51	1117.17	-1080.28955536	6	6	429	223	2.5759067535	3.9179930687	2.9135022163	3.2103228569	1.9363908767	3.0505275726	6.4992985726	8.6422290802	3783.63	441.975	-704.086730004	5479.34	1415.38	4132.3	1	1	687.16	2616.38	1720.76228411	1554.1	4764.61449566	412.576445396	6841.84045881	4966.75299609	-55.5437428243	552.7	4570.25180558
sna_chr2L_15470817_15471817	Dl09_1000	472.6	6.62	-1.071117458	-2.1997145519	-4.1990460938	-1.9519128885	1.257	1282.57	1216.25	1209.53	4.19	5.397940009	-138.540774638	-92.1272047072	-0.5039210594	1.7355837822	1.3777382374	-0.583052405	-0.8876096928	4.306289196	-0.5370195267	4.3556520939	-808.162744989	211.04	1315.48	-634.173214937	1246.45	-658.634837531	1	1	120.356	2367.21	2150.03283208	2531.76010021	6454.52403393	913.536276558	7875.14849068	8136.29166337	1583.52443885	770.199749134	6840
sna_chr2L_15474743_15475743	Dl09_1000	450.2	4.28	-1.071117458	-2.1997145519	-4.1990460938	-1.9519128885	-2.826286439	-11421.256804	-10829.7231927	1334.16	2.64	3.156767222	-138.540774638	-92.1272047072	-0.5039210594	-0.6117277838	0.7820124626	1.8253712654	5.3072600365	-0.8697067211	0.9258813858	1.4956183433	-808.162744989	-51.654581424	-704.086730004	-634.173214937	2791.77	-658.634837531	-0.3207914114	1	-59.2812955354	-784.212239968	2554.33000372	3532.33022636	6454.52403393	1498.02542236	7875.14849068	8136.29166337	1258.948	442.1	6762.25143218
sna_chr2L_15480367_15481367	Dl09_1000	5257.9	23.03	4.39	2.418	1.943	0.828	4.077	9670.27	1117.17	2443.98	12	17.99730015	-138.540774638	606	2.4068827629	2.6142411232	2.7501630783	2.472032547	6.4503669739	2.7403459549	7.0987672806	8.9790687561	7817.72	763.81	-704.086730004	7108.44	1220.46	6129.19	1	3	569.215	3961.94	2621.66796967	3513.02521008	6454.52403393	1561.88311688	7875.14849068	7856.64474501	1727.24049001	645.888581315	6991.53312303
sna_chr2L_15485848_15486848	Dl09_1000	3502.8	14.85	4.28	1.26	1.7065	-1.9519128885	0.716	3822.98	1265.79	3753.22	6	6	-138.540774638	-92.1272047072	0.6955165863	2.4746322632	2.6046538353	2.7415151596	4.1850023269	4.7911396026	5.968585968	10.0035476685	1227.82	404.525	2205.19	2977.58	2778.78	1565.01	1	1	2343.178	3550.81	1481.50584795	3031.12009238	6454.52403393	1281.35929156	7875.14849068	7856.64474501	785.776604165	822.114576803	6268.75545036
sna_chr2L_15491342_15492342	Dl09_1000	272.4	7.8	4.58	0.47	0.9485	-1.9519128885	-0.112	1245.48	1241.02	-1080.28955536	6	8.63601217	-138.540774638	-92.1272047072	-0.5039210594	-0.6117277838	2.5323624611	1.9499082565	3.2237820625	3.2607693673	1.8585879803	6.1870694161	2969.06	201.62	1140.16	-634.173214937	-1098.73702073	-658.634837531	-0.3207914114	1	210.7134	-784.212239968	2020.2406532	3679.37280346	6454.52403393	1608.03618568	7721.15988868	7856.64474501	1880.8039916	1598.488567	6268.75545036
sna_chr2L_15499145_15500145	Dl09_1000	62.4	4.03	-1.071117458	-0.942	-4.1990460938	-1.9519128885	-0.348	3847.7	-10829.7231927	1234.45	3.07	-1.7120711804	424	-92.1272047072	-0.5039210594	-0.6117277838	2.5117015839	-0.583052405	-0.8876096928	1.8282928467	-0.5370195267	1.4537053108	1328	276.57	-704.086730004	-634.173214937	-1098.73702073	-658.634837531	-0.3207914114	1	59.0396	1582.29	685.5	846.990430622	6454.52403393	307.658174905	7721.15988868	7808.4922955	61.7733609386	361.1	5508.7172461
vnd_chrX_470002_471002	Dl09_1000	383.3	-4.0490342687	-1.071117458	-2.1997145519	-4.1990460938	0.519	-2.826286439	-11421.256804	1080.02	3815.53	4.21	1.326803935	-138.540774638	279	-0.5039210594	-0.6117277838	2.0403490067	-0.583052405	-0.8876096928	-0.8697067211	-0.5370195267	2.7379083633	-808.162744989	-51.654581424	1290.43	-634.173214937	3220.61	-658.634837531	-0.3207914114	-0.2961448371	-59.2812955354	2466.87	2341.70233	3049.40517845	6920.3050965	1240.8757915	8105.25263541	8201.14658828	601.725025641	2929.77614229	5575.75897127
vnd_chrX_483690_484690	Dl09_1000	4486.1	37.1	7.57	1.876	-0.5005	2.612	3.15	19362.15	3289.59	8990.15	18	22.390406391	-138.540774638	286	5.4815843105	5.2486200332	3.2515902519	4.6388034821	5.8121566773	9.3530387879	13.829022646	11.8118782044	8907.17	742.05	1127.64	6901.03	6557.12	5854.35	-0.3207914114	3	1153.9907	6079.96	761.29679297	968.515506637	6119.38110749	545.045931034	8188.12961498	8201.14658828	438.79124389	564.053009387	5575.75897127
Kr_chr2R_21085595_21086595	Dl09_1000	577.2	5.66	-1.071117458	0.345	2.163	-1.874	1.128	1220.76	-10829.7231927	1533.58	-1.8820256979	5.970755868	634	-92.1272047072	-0.5039210594	-0.6117277838	0.9319572449	-0.583052405	2.6504626274	3.8109850883	-0.5370195267	3.0016980171	1090.07	-51.654581424	-704.086730004	-634.173214937	-1098.73702073	-658.634837531	1	1	12.37513	-784.212239968	2244.71846154	1928.91767656	4691.58753709	587.4	6297.68603936	6968.89941703	1191.99916318	1264.15515834	4607.53123945
Kr_chr2R_21092222_21093222	Dl09_1000	358.7	9.13	-1.071117458	0.546	0.2805	-0.391	2.704	1294.93	1092.4	1172.13	15.4	11.139567956	-138.540774638	373	-0.5039210594	-0.6117277838	0.783987999	-0.583052405	1.0708417892	-0.8697067211	-0.5370195267	3.7447757721	-808.162744989	-51.654581424	1039.98	1287.48	2713.81	1368.71	2	-0.2961448371	66.1918	2603.93	2095.74001947	3262.53506106	6064.17597765	827.081501663	6973.86825305	7232.96266878	1438.73803533	1034.59854015	6040.81062194
Kr_chr2R_21097605_21098605	Dl09_1000	236.8	-4.0490342687	-1.071117458	0.375	-4.1990460938	-1.9519128885	0.524	-11421.256804	-10829.7231927	1246.92	5	-1.7120711804	-138.540774638	-92.1272047072	-0.5039210594	-0.6117277838	0.6527194977	-0.583052405	-0.8876096928	-0.8697067211	-0.5370195267	4.1974482536	-808.162744989	-51.654581424	-704.086730004	-634.173214937	-1098.73702073	-658.634837531	1	-0.2961448371	10.5054	1233.44	1752.21036585	1215.40543608	4630.9567337	246.213052415	6265.43794109	6378.91597726	412.085392684	647.417758047	4507.67415497
Kr_chr2R_21103131_21104131	Dl09_1000	533.7	-4.0490342687	-1.071117458	-2.1997145519	1.258	-1.9519128885	1.748	-11421.256804	-10829.7231927	2680.79	1.85	-1.7120711804	-138.540774638	-92.1272047072	-0.5039210594	-0.6117277838	1.3350372314	-0.583052405	1.9854741097	-0.8697067211	-0.5370195267	2.1718735695	-808.162744989	-51.654581424	-704.086730004	-634.173214937	-1098.73702073	-658.634837531	1	-0.2961448371	46.3879	1345.57	1923.97328244	1440.44693506	5082.1656051	573.225818488	7304.91594373	7088.98067074	950.057142857	785.324536022	4500.16528627
